Customer_ID,Churn,Age,Gender,Income,Contract_Length,Plan_Type,Monthly_Charges,Call_Minutes,Data_Usage,Text_Messages,Roaming_Usage,Service_Calls,Payment_Method,Late_Payments,Satisfaction_Rating,Complaints,Contract_End_Date,Auto_Renewal,Data_Plan_Price,Contract_Changes,Device_Type
234,true,55,Female,9,48,prepaid,1,43,82,76,2,49,bank transfer,29,4,36,8/4/2024,false,28,98,tablet
235,false,71,Female,43,31,postpaid,72,98,53,16,42,72,credit card,97,1,26,6/19/2022,true,80,21,feature phone
236,true,26,Female,75,27,postpaid,71,18,58,33,37,94,debit card,98,4,31,9/27/2022,false,54,12,tablet
237,false,21,Female,13,55,postpaid,13,43,43,13,69,5,debit card,92,3,77,1/27/2023,true,36,77,smartphone
238,true,64,Male,12,67,postpaid,20,88,40,71,77,23,debit card,62,5,74,2/27/2023,true,66,69,smartphone
239,true,20,Female,20,20,prepaid,30,60,10,27,87,9,bank transfer,100,4,68,6/29/2023,false,76,14,tablet
240,false,32,Female,66,12,postpaid,14,88,23,93,58,5,bank transfer,49,5,42,8/8/2022,false,30,70,feature phone
241,false,29,Male,28,49,postpaid,62,88,80,92,22,76,bank transfer,64,1,4,11/29/2022,true,9,48,tablet
242,true,47,Female,11,58,prepaid,99,98,39,23,60,36,bank transfer,94,2,25,5/11/2024,false,6,99,tablet
243,false,43,Genderqueer,7,30,prepaid,72,3,37,57,37,12,debit card,29,3,38,6/24/2023,true,35,83,tablet
244,true,79,Female,28,64,prepaid,83,4,31,18,71,46,credit card,48,1,97,9/22/2024,true,46,58,smartphone
245,false,29,Male,99,94,prepaid,85,98,62,95,48,25,bank transfer,6,4,62,7/25/2024,true,6,49,smartphone
246,true,33,Male,1,58,prepaid,74,73,22,23,17,22,debit card,67,2,1,5/7/2025,false,51,33,tablet
247,true,59,Agender,22,83,prepaid,81,56,7,74,19,1,credit card,15,1,60,3/7/2023,false,60,88,smartphone
248,true,28,Male,5,82,postpaid,92,97,60,44,69,6,credit card,18,4,10,3/25/2023,false,41,46,tablet
249,false,30,Female,37,70,prepaid,4,76,28,33,4,3,debit card,86,2,25,7/15/2024,true,33,88,tablet
250,true,25,Female,90,41,prepaid,8,63,38,47,81,54,debit card,76,4,47,7/16/2024,false,100,7,tablet
251,false,36,Male,22,63,postpaid,53,27,99,15,94,52,bank transfer,42,5,59,1/10/2023,true,63,37,feature phone
252,false,20,Female,6,38,postpaid,53,3,84,23,24,29,debit card,15,2,1,10/30/2023,true,95,87,tablet
253,false,66,Female,61,16,prepaid,24,43,91,84,31,37,debit card,26,3,97,6/16/2023,false,80,13,tablet
254,false,25,Male,20,72,prepaid,67,20,15,57,23,43,credit card,39,2,4,11/24/2024,false,51,18,tablet
255,false,42,Male,88,55,prepaid,99,60,97,3,51,98,credit card,32,5,15,12/25/2025,true,88,8,smartphone
256,false,21,Male,53,55,prepaid,45,58,95,12,4,96,debit card,77,5,59,9/16/2024,false,93,92,feature phone
257,false,67,Male,92,16,postpaid,79,35,58,13,94,90,debit card,71,1,83,1/24/2023,false,17,66,tablet
258,false,59,Male,20,9,postpaid,7,79,91,26,90,65,bank transfer,21,2,68,7/1/2025,false,20,7,feature phone
259,false,22,Female,78,64,prepaid,100,12,94,79,30,31,bank transfer,73,4,48,12/1/2025,false,49,100,feature phone
260,true,50,Female,51,40,postpaid,43,78,84,50,37,45,bank transfer,17,2,23,2/8/2025,false,83,88,feature phone
261,false,49,Male,39,29,prepaid,74,93,50,8,50,37,debit card,49,3,21,5/9/2022,true,19,72,tablet
262,false,75,Bigender,29,26,prepaid,90,58,40,15,47,95,credit card,67,1,37,2/3/2024,false,24,33,feature phone
263,true,62,Bigender,69,67,prepaid,51,71,15,93,42,89,credit card,29,1,91,6/16/2022,false,16,2,feature phone
264,true,72,Female,35,42,postpaid,48,93,53,12,84,69,credit card,68,3,9,9/26/2024,true,49,31,smartphone
265,true,52,Male,82,25,prepaid,90,90,97,44,87,95,credit card,99,4,78,8/25/2024,false,31,71,smartphone
266,true,31,Male,95,23,postpaid,6,66,24,41,92,92,credit card,47,3,19,5/5/2024,false,1,97,smartphone
267,false,81,Female,92,68,prepaid,17,81,68,42,59,5,debit card,72,3,48,6/22/2025,true,78,50,smartphone
268,false,24,Female,10,2,postpaid,33,98,35,16,25,41,credit card,16,3,18,1/3/2022,false,56,61,smartphone
269,false,73,Male,92,38,prepaid,53,60,74,72,21,44,debit card,43,5,3,8/5/2023,true,23,15,feature phone
270,false,39,Male,1,4,postpaid,87,87,20,3,92,30,bank transfer,1,2,31,5/9/2025,false,41,29,tablet
271,false,77,Female,89,23,postpaid,81,65,99,65,39,23,bank transfer,42,3,57,5/19/2022,false,1,49,tablet
272,true,79,Female,43,16,postpaid,25,62,69,4,52,100,credit card,73,2,1,10/28/2022,true,39,71,tablet
273,false,70,Male,60,9,postpaid,73,61,65,50,72,27,debit card,55,1,34,5/22/2023,true,84,14,feature phone
274,true,21,Male,45,20,prepaid,78,2,89,19,13,64,credit card,45,3,5,6/30/2023,true,31,37,smartphone
275,true,27,Male,20,98,postpaid,15,50,50,24,91,21,debit card,60,4,62,2/1/2022,false,65,24,feature phone
276,false,29,Female,68,86,postpaid,60,74,37,33,77,17,bank transfer,7,2,78,5/31/2023,true,75,26,smartphone
277,true,69,Female,47,33,prepaid,13,98,45,31,53,30,debit card,54,4,74,3/11/2024,false,8,62,feature phone
278,false,39,Male,87,31,postpaid,69,33,65,43,86,79,credit card,21,5,12,1/14/2025,false,39,22,feature phone
279,false,43,Male,10,94,postpaid,11,46,38,59,16,32,debit card,94,1,93,11/25/2025,true,71,86,tablet
280,false,83,Male,91,57,prepaid,87,36,19,57,97,34,debit card,98,5,100,5/4/2024,true,99,4,smartphone
281,true,33,Female,35,95,postpaid,93,98,19,13,61,73,credit card,69,4,81,12/15/2022,true,60,76,smartphone
282,true,78,Male,77,62,postpaid,55,37,53,16,45,37,bank transfer,39,1,8,11/26/2022,true,83,22,feature phone
283,true,28,Female,100,93,prepaid,91,24,82,93,9,90,debit card,67,4,67,6/28/2023,false,45,69,feature phone
284,false,36,Female,88,42,postpaid,48,83,84,65,21,35,debit card,60,3,100,1/28/2022,false,80,82,smartphone
285,true,50,Male,36,50,prepaid,19,70,69,88,28,42,credit card,4,4,14,9/23/2025,true,47,50,tablet
286,true,20,Male,93,48,postpaid,76,69,63,26,67,93,credit card,43,4,17,10/20/2025,false,69,14,tablet
287,true,46,Female,55,57,prepaid,70,60,13,65,13,84,credit card,94,2,59,12/7/2024,false,65,82,smartphone
288,true,54,Male,24,95,postpaid,70,86,17,23,82,52,credit card,10,1,28,3/19/2022,true,16,88,feature phone
289,true,68,Male,25,21,prepaid,5,95,4,41,37,76,credit card,42,5,56,6/2/2025,false,89,49,tablet
290,true,72,Male,59,17,prepaid,86,55,31,28,71,67,debit card,72,1,39,2/14/2025,false,37,47,smartphone
291,false,28,Male,89,95,postpaid,65,67,96,73,56,38,bank transfer,81,3,88,3/22/2022,true,37,9,smartphone
292,true,80,Female,27,15,prepaid,5,80,84,25,90,11,credit card,59,3,65,12/29/2022,false,60,39,smartphone
293,false,25,Female,6,11,postpaid,57,46,4,71,12,80,debit card,71,3,64,8/22/2025,true,26,97,tablet
294,true,65,Female,91,51,postpaid,24,80,31,34,37,74,bank transfer,73,2,5,6/16/2023,false,86,3,tablet
295,false,85,Male,34,78,prepaid,34,39,45,80,97,13,debit card,59,3,15,10/18/2023,true,48,48,feature phone
296,true,68,Female,2,7,postpaid,42,69,51,49,29,78,debit card,34,5,78,12/10/2024,false,23,90,feature phone
297,false,61,Agender,23,39,postpaid,54,71,20,51,3,34,debit card,18,1,20,9/13/2025,false,80,36,smartphone
298,false,57,Male,38,34,prepaid,8,34,23,90,31,52,debit card,45,2,49,12/19/2025,true,59,7,feature phone
299,false,74,Female,95,49,prepaid,44,88,2,87,92,100,debit card,52,2,11,2/20/2025,true,14,20,tablet
300,true,84,Male,49,72,postpaid,15,14,48,100,81,21,credit card,44,2,16,11/6/2023,true,92,13,tablet
301,false,30,Female,36,68,postpaid,97,69,63,5,32,6,bank transfer,9,4,51,4/11/2022,false,37,47,smartphone
302,false,38,Male,68,76,prepaid,33,81,65,18,11,51,debit card,2,2,89,8/15/2024,false,68,39,tablet
303,true,36,Agender,53,7,prepaid,20,85,72,46,27,96,bank transfer,4,1,12,12/27/2023,false,3,40,smartphone
304,false,52,Male,56,80,prepaid,66,72,85,13,70,40,bank transfer,14,2,54,8/23/2023,false,99,87,tablet
305,true,76,Male,66,23,postpaid,18,32,44,53,50,80,debit card,81,1,43,7/9/2022,true,100,100,feature phone
306,true,41,Non-binary,56,50,prepaid,66,74,45,95,59,88,bank transfer,15,3,47,5/25/2023,false,2,35,tablet
307,true,60,Male,33,66,postpaid,8,73,89,4,25,21,credit card,95,4,79,3/5/2023,false,32,71,feature phone
308,true,34,Male,46,63,postpaid,48,61,16,41,46,92,credit card,30,4,44,10/20/2025,false,19,72,tablet
309,true,63,Male,73,3,postpaid,26,64,21,34,87,5,credit card,42,4,19,9/14/2024,false,89,65,feature phone
310,false,75,Male,21,94,postpaid,84,86,68,27,54,65,bank transfer,92,3,74,1/25/2025,false,77,74,tablet
311,false,59,Female,10,21,postpaid,97,81,20,95,39,31,debit card,41,2,57,6/18/2022,true,86,73,tablet
312,true,80,Male,84,15,postpaid,63,81,41,36,10,46,credit card,83,4,38,2/28/2023,false,81,4,tablet
313,true,50,Male,4,67,prepaid,62,97,33,11,50,29,credit card,55,4,24,4/21/2023,false,67,24,smartphone
314,true,84,Female,30,10,postpaid,95,22,81,50,13,70,debit card,64,2,48,4/12/2024,true,65,7,tablet
315,true,30,Female,59,50,prepaid,41,7,34,79,55,92,bank transfer,63,2,69,8/15/2024,false,69,5,smartphone
316,false,21,Male,20,12,postpaid,2,20,3,100,16,99,debit card,52,1,14,1/29/2024,false,39,12,tablet
317,true,30,Male,98,50,postpaid,62,49,18,17,28,3,bank transfer,24,2,76,3/1/2022,true,61,60,tablet
318,false,43,Male,60,7,postpaid,59,71,47,68,25,58,bank transfer,31,5,59,11/12/2022,false,94,47,tablet
319,true,74,Male,29,95,postpaid,25,74,90,60,47,71,debit card,65,5,94,3/6/2023,false,97,34,feature phone
320,false,54,Female,79,11,prepaid,94,70,88,13,9,94,bank transfer,30,3,15,3/5/2022,true,93,60,feature phone
321,true,76,Female,60,70,prepaid,44,82,19,31,44,56,debit card,27,4,79,4/8/2025,true,9,40,tablet
322,false,73,Male,100,83,postpaid,2,9,97,45,43,67,bank transfer,84,1,86,4/18/2024,false,92,97,tablet
323,false,19,Female,2,77,postpaid,65,59,62,54,31,36,bank transfer,11,2,18,11/19/2023,true,17,70,smartphone
324,true,66,Male,61,44,prepaid,32,88,46,68,78,28,debit card,90,1,55,8/29/2025,false,3,57,feature phone
325,true,75,Male,83,22,postpaid,9,13,75,97,37,46,credit card,35,4,70,11/3/2022,true,6,96,tablet
326,false,67,Female,56,42,postpaid,41,16,90,40,74,21,credit card,2,1,49,9/29/2022,true,33,90,feature phone
327,false,29,Female,24,62,prepaid,18,13,51,7,38,99,bank transfer,65,3,92,7/14/2025,true,20,100,feature phone
328,true,76,Female,8,23,prepaid,66,84,95,47,17,21,debit card,65,5,35,4/25/2024,true,30,47,smartphone
329,true,59,Male,37,28,prepaid,3,60,69,12,75,7,debit card,56,4,75,11/6/2025,true,34,65,tablet
330,false,64,Female,56,37,postpaid,69,60,82,4,78,50,bank transfer,64,2,45,11/30/2022,false,21,82,tablet
331,false,32,Male,31,4,prepaid,87,2,85,89,36,85,bank transfer,26,4,92,7/6/2024,false,91,36,feature phone
332,false,54,Male,21,77,postpaid,58,86,99,43,8,46,credit card,75,3,5,12/13/2023,false,72,73,feature phone
333,true,31,Female,27,69,postpaid,73,76,57,73,80,8,credit card,89,3,14,4/3/2022,true,89,15,feature phone
334,false,60,Female,48,74,postpaid,40,25,91,17,49,27,debit card,98,1,98,2/12/2025,false,78,55,feature phone
335,false,44,Female,42,17,prepaid,20,98,13,56,90,58,debit card,77,1,85,10/24/2022,true,26,19,smartphone
336,false,25,Female,57,80,prepaid,99,100,24,81,80,53,bank transfer,39,1,10,10/14/2025,true,42,69,tablet
337,true,32,Female,11,15,postpaid,83,50,69,10,95,9,debit card,90,2,85,7/5/2025,true,76,89,tablet
338,false,34,Male,43,71,prepaid,14,38,43,46,70,58,debit card,15,1,9,11/5/2025,true,19,26,feature phone
339,false,37,Genderfluid,18,27,prepaid,59,78,82,48,100,67,credit card,47,5,26,4/30/2023,false,77,35,tablet
340,true,40,Male,11,81,prepaid,73,2,93,33,90,36,bank transfer,70,4,89,9/11/2025,false,7,92,smartphone
341,true,78,Polygender,72,30,postpaid,61,66,32,48,56,54,bank transfer,51,5,19,5/3/2024,false,76,59,feature phone
342,false,52,Female,75,32,postpaid,88,70,3,21,45,5,credit card,72,4,88,4/18/2022,true,14,99,feature phone
343,false,82,Male,92,13,postpaid,33,32,79,26,25,91,debit card,7,1,70,12/26/2023,true,91,90,feature phone
344,true,55,Male,93,96,postpaid,11,47,68,13,59,33,bank transfer,60,3,51,12/9/2025,true,77,54,smartphone
345,true,47,Female,14,81,prepaid,5,92,88,28,51,47,bank transfer,51,2,30,4/1/2022,false,81,65,smartphone
346,false,45,Female,22,63,prepaid,46,93,57,12,87,41,credit card,46,1,20,11/8/2022,false,26,70,smartphone
347,true,29,Male,57,41,prepaid,48,69,36,6,59,33,credit card,92,5,12,1/24/2023,true,14,5,smartphone
348,false,21,Female,61,88,prepaid,12,85,27,51,97,42,credit card,51,3,25,3/15/2025,true,12,56,tablet
349,false,52,Female,60,51,prepaid,83,89,59,55,36,21,bank transfer,23,2,77,4/11/2023,false,95,94,tablet
350,true,80,Male,45,13,prepaid,44,54,2,22,67,39,debit card,89,4,21,3/11/2023,false,57,43,smartphone
351,false,56,Female,39,95,postpaid,86,90,45,54,94,57,debit card,98,4,4,9/26/2023,true,44,36,smartphone
352,true,22,Female,19,65,postpaid,78,66,8,19,73,2,bank transfer,31,1,85,1/10/2023,false,82,80,feature phone
353,true,85,Female,9,45,prepaid,76,2,60,74,46,81,bank transfer,17,4,74,10/18/2022,true,99,95,smartphone
354,false,72,Female,35,87,postpaid,19,46,85,67,58,67,bank transfer,30,1,16,7/2/2022,true,77,71,tablet
355,false,44,Female,90,92,prepaid,76,40,64,27,62,23,bank transfer,36,2,77,10/20/2024,true,5,12,tablet
356,false,30,Male,76,74,prepaid,51,92,38,83,74,58,credit card,99,2,70,9/2/2022,false,66,88,tablet
357,true,32,Male,2,97,postpaid,67,81,70,85,53,84,debit card,19,2,29,12/5/2025,true,68,100,tablet
358,false,64,Female,37,61,postpaid,12,37,34,98,21,62,credit card,49,5,92,7/9/2024,false,98,82,smartphone
359,true,72,Female,14,36,prepaid,88,87,29,26,30,5,debit card,82,4,29,11/1/2025,false,83,23,feature phone
360,false,29,Male,49,49,prepaid,48,53,21,99,45,89,credit card,65,2,75,10/20/2025,true,95,33,tablet
361,true,42,Male,62,46,postpaid,52,18,41,14,19,5,credit card,10,2,91,11/14/2022,true,91,92,feature phone
362,false,60,Female,31,65,postpaid,97,27,52,56,13,27,debit card,19,5,85,7/4/2024,false,23,63,smartphone
363,true,19,Female,45,76,postpaid,45,62,43,74,62,9,bank transfer,51,3,34,5/13/2024,false,48,92,tablet
364,false,37,Female,57,78,prepaid,11,73,41,1,74,74,credit card,94,1,70,2/7/2024,true,40,46,smartphone
365,true,77,Female,35,96,prepaid,63,74,45,97,100,12,bank transfer,94,5,94,6/19/2023,true,34,80,feature phone
366,false,25,Male,99,79,postpaid,30,2,2,99,69,48,bank transfer,30,3,37,2/7/2023,true,66,47,tablet
367,true,72,Female,27,68,postpaid,2,16,16,11,19,18,credit card,40,1,43,5/8/2023,true,67,66,tablet
368,false,59,Male,62,48,prepaid,89,83,76,24,42,9,debit card,46,3,18,2/7/2022,true,54,29,smartphone
369,true,36,Female,4,45,prepaid,21,36,48,100,77,46,credit card,61,2,13,8/29/2023,false,63,83,smartphone
370,false,22,Female,91,1,postpaid,44,15,89,14,89,6,debit card,44,5,25,5/29/2023,true,51,12,smartphone
371,false,34,Male,24,70,prepaid,66,22,14,17,4,3,credit card,16,2,51,9/4/2024,true,71,31,smartphone
372,false,78,Male,96,18,postpaid,89,38,24,18,68,5,debit card,39,1,24,2/15/2025,false,84,72,tablet
373,true,46,Polygender,22,63,prepaid,42,78,83,19,81,51,debit card,83,4,64,10/7/2022,false,76,34,smartphone
374,false,31,Male,96,63,prepaid,46,83,1,42,39,7,credit card,4,4,70,12/26/2023,true,74,84,feature phone
375,true,23,Male,84,50,postpaid,95,56,40,62,4,70,bank transfer,22,2,9,9/27/2024,false,33,85,tablet
376,false,45,Male,67,60,prepaid,54,88,100,48,26,15,debit card,77,3,4,5/19/2022,false,92,44,tablet
377,true,40,Female,26,33,postpaid,2,18,90,6,50,35,debit card,15,4,37,9/2/2023,false,75,95,feature phone
378,false,81,Female,35,24,postpaid,84,5,8,68,51,19,debit card,40,1,20,6/11/2023,true,83,54,tablet
379,false,42,Female,20,94,prepaid,36,22,58,72,26,68,debit card,5,4,16,9/29/2022,true,99,52,feature phone
380,false,24,Male,16,6,prepaid,59,55,56,34,86,21,bank transfer,28,3,8,1/16/2024,true,50,96,smartphone
381,false,84,Male,52,72,postpaid,76,97,2,52,57,2,debit card,46,2,92,1/31/2024,false,4,7,smartphone
382,false,36,Male,91,59,prepaid,85,5,36,96,100,48,debit card,28,5,76,5/29/2022,true,53,31,tablet
383,false,42,Male,100,44,prepaid,31,82,100,72,66,32,credit card,76,2,46,4/17/2025,true,51,81,smartphone
384,false,59,Male,47,18,prepaid,32,76,44,27,70,37,debit card,83,3,47,7/24/2022,false,75,40,tablet
385,false,63,Female,6,47,prepaid,72,53,53,11,46,95,debit card,15,3,85,12/7/2022,true,59,26,tablet
386,false,75,Female,37,9,postpaid,34,57,74,59,14,87,bank transfer,50,1,59,3/4/2023,true,35,46,smartphone
387,true,39,Male,64,68,prepaid,8,90,27,27,49,12,bank transfer,71,1,5,9/23/2025,false,99,72,tablet
388,false,21,Male,33,25,prepaid,70,35,91,8,55,22,debit card,25,2,86,8/7/2022,true,66,10,smartphone
389,false,37,Female,86,14,prepaid,5,31,21,46,74,25,credit card,63,4,51,10/23/2024,true,31,3,tablet
390,true,52,Female,5,92,postpaid,63,71,67,17,32,25,debit card,81,4,52,9/6/2023,false,72,60,feature phone
391,true,38,Female,66,38,postpaid,94,86,58,13,62,47,bank transfer,26,1,37,2/9/2025,false,30,24,tablet
392,false,73,Bigender,31,70,prepaid,84,67,71,2,33,10,debit card,70,5,11,12/1/2022,true,65,8,tablet
393,false,40,Female,48,62,prepaid,20,56,21,81,25,65,credit card,75,2,21,12/1/2025,false,84,20,smartphone
394,false,82,Male,1,72,postpaid,5,23,46,52,87,1,bank transfer,34,3,81,9/3/2022,true,68,20,feature phone
395,false,62,Male,1,68,prepaid,92,100,53,4,86,39,credit card,11,4,24,12/17/2022,true,12,40,smartphone
396,false,37,Male,75,11,prepaid,98,66,47,57,85,95,debit card,93,2,57,10/29/2022,true,11,73,tablet
397,false,85,Female,40,30,postpaid,81,15,90,77,29,85,debit card,56,5,86,6/29/2022,true,99,12,smartphone
398,false,35,Male,70,12,prepaid,36,48,61,8,55,93,credit card,3,5,38,5/15/2024,false,9,11,tablet
399,false,52,Female,73,35,prepaid,69,95,33,67,3,7,credit card,88,3,24,12/20/2022,false,93,82,smartphone
400,true,36,Female,93,43,postpaid,82,13,38,33,54,6,credit card,85,4,99,8/15/2023,false,95,20,tablet
401,false,50,Female,15,39,prepaid,18,47,74,7,77,47,credit card,70,1,57,3/23/2023,false,59,51,feature phone
402,false,36,Female,46,72,prepaid,97,4,27,9,20,45,debit card,44,3,79,3/18/2025,true,80,98,smartphone
403,false,43,Non-binary,48,13,prepaid,87,7,87,15,53,10,credit card,17,3,71,4/28/2022,false,13,55,tablet
404,true,39,Female,43,23,postpaid,82,95,84,45,59,19,bank transfer,39,1,22,4/13/2024,true,84,43,smartphone
405,false,40,Female,64,86,prepaid,60,89,99,35,58,58,debit card,97,1,51,5/3/2023,true,5,39,smartphone
406,true,83,Agender,3,76,prepaid,3,15,97,21,78,91,credit card,81,4,94,7/12/2022,true,79,36,feature phone
407,false,43,Male,34,36,postpaid,45,6,73,79,10,4,debit card,44,4,45,12/18/2022,false,18,76,feature phone
408,true,43,Male,68,16,postpaid,32,1,35,42,56,58,debit card,33,4,13,2/5/2022,true,71,69,tablet
409,true,78,Male,96,68,prepaid,91,68,72,24,100,13,bank transfer,85,3,28,12/8/2022,false,63,38,tablet
410,false,67,Male,42,10,prepaid,10,50,52,8,35,33,bank transfer,92,1,79,9/11/2024,false,13,61,feature phone
411,false,63,Male,76,80,postpaid,36,9,85,80,93,78,debit card,6,5,25,12/4/2023,true,12,41,tablet
412,true,63,Female,76,46,postpaid,87,95,69,82,73,13,credit card,41,2,3,2/22/2024,true,10,64,tablet
413,true,31,Female,85,90,postpaid,76,16,65,27,8,93,debit card,41,4,45,5/1/2023,true,54,38,smartphone
414,false,54,Male,19,26,prepaid,36,76,98,43,59,67,credit card,66,5,43,2/22/2022,true,79,59,tablet
415,false,37,Male,16,83,postpaid,57,94,46,91,4,63,debit card,12,3,58,5/21/2025,true,79,39,tablet
416,true,61,Female,44,72,prepaid,83,1,27,1,40,95,debit card,20,3,38,11/28/2022,false,53,65,tablet
417,true,22,Female,25,90,prepaid,19,84,42,92,16,28,credit card,97,3,28,12/30/2024,false,60,16,feature phone
418,false,67,Non-binary,45,86,prepaid,39,43,15,25,50,16,bank transfer,31,1,88,7/23/2022,true,45,67,feature phone
419,true,19,Male,51,19,prepaid,44,55,82,25,73,1,bank transfer,15,3,42,7/14/2023,false,76,75,tablet
420,true,30,Female,80,74,postpaid,69,40,95,25,56,45,debit card,78,5,15,1/11/2022,false,97,46,tablet
421,true,46,Bigender,52,19,prepaid,41,64,60,27,98,47,bank transfer,48,4,97,6/29/2025,false,54,82,smartphone
422,true,33,Female,87,43,prepaid,10,86,20,1,19,38,bank transfer,69,5,34,6/20/2022,true,79,8,tablet
423,true,51,Female,69,13,prepaid,43,31,32,66,30,45,debit card,6,1,97,12/25/2024,true,44,84,feature phone
424,true,60,Non-binary,71,65,postpaid,95,3,93,62,53,36,debit card,61,1,97,7/16/2025,true,51,74,tablet
425,false,39,Female,81,81,postpaid,31,47,68,41,38,30,bank transfer,85,5,28,1/28/2025,true,57,8,smartphone
426,true,71,Male,53,49,postpaid,7,53,58,59,24,41,debit card,63,3,18,12/5/2022,true,57,1,tablet
427,true,84,Male,32,26,postpaid,14,24,90,18,85,91,bank transfer,81,1,39,11/26/2022,true,50,96,smartphone
428,false,29,Non-binary,94,94,postpaid,72,16,94,17,42,69,credit card,7,3,62,3/12/2023,false,25,89,tablet
429,true,31,Male,50,98,postpaid,15,96,20,7,16,90,bank transfer,2,5,38,12/18/2024,false,95,40,feature phone
430,false,49,Female,14,30,prepaid,73,68,29,35,49,2,bank transfer,83,3,6,12/15/2022,false,32,67,smartphone
431,true,66,Male,56,82,postpaid,60,61,79,67,64,58,bank transfer,13,1,77,5/8/2025,true,89,16,tablet
432,false,49,Male,74,78,prepaid,71,75,93,54,97,2,credit card,74,3,72,9/19/2025,false,71,70,tablet
433,true,56,Female,26,14,prepaid,99,73,71,76,59,43,credit card,28,4,86,2/4/2025,false,16,16,feature phone
434,true,22,Polygender,70,32,postpaid,91,69,92,8,99,3,bank transfer,58,5,75,4/8/2025,false,16,27,feature phone
435,false,22,Male,11,43,postpaid,12,29,50,26,19,79,debit card,30,5,66,7/11/2024,false,55,43,smartphone
436,false,49,Male,93,100,prepaid,4,75,58,26,28,68,debit card,80,1,33,5/3/2023,true,72,43,smartphone
437,true,24,Male,26,19,postpaid,84,33,72,77,79,22,debit card,74,4,90,2/1/2022,false,6,46,feature phone
438,true,64,Genderqueer,23,80,postpaid,34,17,62,71,62,75,bank transfer,74,1,23,12/30/2022,false,17,49,tablet
439,false,31,Polygender,79,26,prepaid,49,100,74,80,25,17,credit card,97,4,89,4/1/2025,true,53,85,smartphone
440,false,20,Male,62,74,prepaid,47,47,100,17,89,75,bank transfer,74,1,36,8/1/2025,true,89,69,tablet
441,false,48,Agender,76,7,prepaid,2,25,80,62,33,18,credit card,40,1,73,7/3/2025,true,86,48,smartphone
442,false,36,Male,60,64,postpaid,65,21,27,25,82,90,bank transfer,17,5,20,5/12/2024,true,62,26,feature phone
443,true,30,Female,45,99,postpaid,17,6,58,92,46,78,bank transfer,43,4,21,1/1/2025,false,73,2,feature phone
444,true,61,Female,6,49,prepaid,81,27,71,74,14,51,debit card,93,3,46,2/24/2024,false,5,49,smartphone
445,true,66,Male,66,32,postpaid,86,19,77,57,98,82,bank transfer,31,2,84,5/20/2022,true,18,43,tablet
446,true,82,Male,59,31,prepaid,25,100,52,84,99,48,credit card,98,2,40,4/8/2023,true,60,73,tablet
447,false,31,Female,21,70,postpaid,77,47,67,96,5,62,bank transfer,54,3,50,5/21/2024,false,51,8,smartphone
448,false,36,Male,3,31,prepaid,36,49,43,25,76,31,credit card,52,1,75,7/19/2024,false,93,75,feature phone
449,false,38,Male,60,41,postpaid,80,95,6,78,87,27,credit card,98,4,77,3/10/2025,true,28,17,smartphone
450,true,42,Female,31,12,postpaid,74,35,66,60,87,22,bank transfer,10,1,43,12/13/2022,true,75,70,smartphone
451,true,75,Female,3,96,prepaid,69,12,5,39,78,44,bank transfer,12,1,10,6/1/2024,true,80,81,feature phone
452,true,26,Female,11,74,postpaid,35,63,72,29,34,99,credit card,99,3,50,1/4/2022,true,21,86,smartphone
453,false,28,Female,49,48,prepaid,38,82,56,100,81,36,bank transfer,14,5,55,11/5/2023,true,57,55,smartphone
454,false,26,Female,77,31,prepaid,49,88,64,69,65,90,credit card,54,1,89,9/1/2024,true,86,31,tablet
455,false,26,Female,48,73,postpaid,77,33,53,72,82,43,bank transfer,59,1,3,12/30/2022,false,31,57,feature phone
456,false,68,Male,79,85,prepaid,8,34,94,30,97,8,debit card,16,2,71,3/13/2022,true,40,27,feature phone
457,true,49,Female,72,66,postpaid,78,88,26,5,51,30,credit card,64,4,15,2/9/2024,true,4,35,tablet
458,false,28,Male,56,7,prepaid,41,55,25,42,67,77,credit card,16,3,100,5/18/2023,false,52,31,feature phone
459,true,50,Male,57,100,prepaid,21,93,46,73,100,18,credit card,62,4,6,5/29/2024,false,28,81,tablet
460,false,52,Polygender,91,25,prepaid,67,51,54,26,74,82,debit card,56,2,48,2/8/2022,false,62,23,tablet
461,false,19,Male,13,90,prepaid,86,35,72,24,65,27,credit card,17,4,39,2/11/2022,true,75,18,tablet
462,false,74,Non-binary,55,94,postpaid,80,98,8,32,83,77,credit card,77,1,71,1/22/2024,true,87,90,feature phone
463,true,35,Male,17,29,postpaid,80,5,19,82,78,75,debit card,51,2,10,6/30/2022,true,29,52,smartphone
464,true,81,Male,87,89,prepaid,42,72,88,70,62,98,bank transfer,22,1,47,11/1/2024,true,19,10,smartphone
465,true,54,Female,85,4,prepaid,88,75,61,27,7,89,debit card,26,3,64,11/1/2022,false,33,65,smartphone
466,false,18,Male,43,70,postpaid,59,1,67,22,21,53,credit card,90,5,40,12/27/2023,true,91,48,smartphone
467,false,28,Female,54,64,postpaid,64,48,72,77,83,31,bank transfer,82,5,40,2/5/2024,true,44,78,tablet
468,false,43,Polygender,81,15,prepaid,45,27,17,72,49,27,credit card,100,2,36,3/3/2024,false,77,87,feature phone
469,true,62,Male,25,48,postpaid,57,54,52,38,85,84,bank transfer,28,4,55,5/17/2022,false,91,57,tablet
